"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 414","I routinely offer to handle the least glamorous tasks in any group effort.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 131","I feel most proud of the things I did for others, not the things I achieved for myself.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 323","I feel most purposeful when I am tutoring, coaching, or guiding someone through a challenge.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 382","I tend to set my thermostat, my music, and my lighting to what makes my household most comfortable, not just me.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 29","I feel most fulfilled when I have given away more than I have kept.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 384","I would turn down a dream job if accepting it meant abandoning someone who depends on me.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 407","I routinely reduce my own workload expectations so I can pitch in where others are struggling.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 419","I would give up a front-row seat so a stranger could have a better experience.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 442","I routinely bring extra food, supplies, or materials to share with whoever might need them.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 428","I routinely pick up litter, fix broken things, and tidy shared spaces without being asked.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 393","I routinely write thoughtful, detailed feedback for others' projects even when no one asks.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 433","I would deplete my emergency fund to help a loved one avoid a crisis.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 12","I feel most aligned with my values when I am serving a purpose bigger than myself.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 379","I routinely go out of my way to introduce people to opportunities they deserve.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 421","I routinely set aside a portion of every paycheck specifically for helping others.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 426","I would share a professional secret or competitive advantage if it would significantly help someone else.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 89","I feel most at peace when I know I have put others before myself.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 368","I tend to undercharge or waive fees when someone genuinely cannot afford what I offer.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 595","I routinely gather extra supplies so I can offer them to anyone in my circle who runs short.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 435","I routinely hand off leads, clients, or referrals to colleagues who need them more.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 408","I find that deferring my desires so a group can reach consensus comes easily to me.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 380","I find that spending an afternoon helping a friend move is more rewarding than spending it on my own pursuits.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 377","I would sacrifice a personal milestone to attend to someone else's urgent need.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 38","I believe the measure of my day is how much I gave, not how much I gained.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 440","I would choose a less prestigious school or job if the alternative let me stay close to people who need me.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 402","I believe that the right response to abundance is to distribute it, not to hoard it.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 58","I feel most like myself when I am in the middle of helping someone.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 385","I hold the view that generosity with my time is the highest form of generosity.","axis2-self-orientation.json"
"Self-Orientation","altruism","Altruistic / Self-Transcendent","strong","baseline row 400","I routinely adjust my pace, my route, or my method to match what works best for others.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 241","I tend to pick the option that strengthens my personal position, even when alternatives would benefit the group more.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 575","I tend to frame every major decision by asking: does this move me closer to where I want to be?","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 295","I tend to think of my career as the central project of my life.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 533","I tend to evaluate any group activity by asking what I personally stand to gain.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 220","I routinely take credit for my contributions because acknowledging my own work matters to me.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 229","I tend to weigh how a decision affects me before considering how it affects others.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","mild","baseline row 590","I tend to view my personal bucket list as a binding contract with myself.","axis2-self-orientation.json"
